id,genre,track_name,artist_name,valence,energy
0UPsdEgJx6ypkfFUxD3ZHh,electro,Don't Move,Phantogram,0.482,0.642
02uRToy7bttYcKCO3vIStA,electro,Hit That Jive,Gramatik,0.686,0.684
6vSq5q5DCs1IvwKIq53hj2,electro,Animal,Miike Snow,0.654,0.721
7vseIfb8ooQmXzisuinchZ,electro,Infinity 2008,Various Artists,0.483,0.849
3MeFwT8zv6gcptWJdlIqgR,electro,The Phantom (1930 Version),Parov Stelar,0.883,0.766
5A9Oxz9UbR950jjk9XxjAF,electro,The Salmon Dance,The Chemical Brothers,0.721,0.732
2x0OGYn6srBL7gSGG39v3P,electro,Signatune - Thomas Bangalter Edit,DJ Mehdi,0.162,0.648
03fAVei89vxfO70FuLMrfc,electro,Crackin - Martin Garrix Edit,Bassjackers,0.165,0.885
48audnmbPfNEXf9NEeVEOW,electro,Revolution - Vocal Edit,R3HAB,0.0466,0.86
3GUjQm9uvRMTY0NNalR5Au,electro,Welcome To St. Tropez - DJ Antoine Vs. Mad Mark Radio Edit,DJ Antoine,0.762,0.754
2VGDntFPvgvqSiUf9ITEfW,electro,Someone Great,LCD Soundsystem,0.396,0.894
0y0LNqWSA4Pv2KawzSi4MW,electro,The Man With The Red Face - Video Edit,Laurent Garnier,0.441,0.731
2G6ZsgXKO6NtByBa2eBBpG,electro,Dechorro - Original Mix,Deorro,0.186,0.837
3zf852pgVUpYqQD1FTLa69,electro,Booyah (feat. We Are Loud & Sonny Wilson) - Original Mix,Showtek,0.499,0.953
77eilkCwMP8V4FMEjktHB1,electro,Jeffer,Boys Noize,0.583,0.701
6vkoFgpGHnQ9mwbZCY2yDh,electro,Glory of Nelly,Caravan Palace,0.533,0.831
2cBBgwTkI5OMx987uCOjMa,electro,Nightcall - Dustin N'Guyen Remix,Kavinsky,0.486,0.914
5cNAXdmcLBckABGuNhxE37,electro,Get Low,Dillon Francis,0.751,0.933
0dQMexQMlkDXs0Hzj6eZ5L,electro,Funk - The Bloody Beetroots Remix,Étienne de Crécy,0.702,0.965
0GVjhx8uOwmTKK2mv1U3Nj,electro,2 Hearts,Digitalism,0.4,0.869
6vIMQB4hBD6ERSOCghGQkj,electro,Bad Kingdom,Moderat,0.261,0.657
3Gwq0zKnMWluOEPKh93BeC,electro,Lost At Sea,Zedd,0.305,0.796
3T1CEAG5ukgdqGvQuXWzqI,electro,Odd Look,Kavinsky,0.4,0.945
4Yr5qe66FardIDoGVSy6dU,electro,Sinnerman - Felix Da Housecat's Heavenly House Mix,Various Artists,0.58,0.76
66AADCQleKFptE881xEFTJ,electro,I Rave You - Original Mix,Basto,0.611,0.95
7HcaeoWdfMEo86r8Cm7Gz4,electro,Do It Again - Edit,The Chemical Brothers,0.569,0.612
6NF6fUchK9oEpxkT8AVDgz,electro,Tonight,Yuksek,0.307,0.758
6vi0raG5wVvth39ytUWjFA,electro,Mango,Sascha Funke,0.422,0.55
2jW9gFhsMc0KR8zvu7b7Bw,electro,Gemini,Marek Hemmann,0.329,0.674
2cGxRwrMyEAp8dEbuZaVv6,electro,Instant Crush (feat. Julian Casablancas),Daft Punk,0.518,0.585
36cmM3MBMWWCFIiQ90U4J8,electro,Bounce (feat. Kelis) - Radio Edit,Calvin Harris,0.759,0.963
6R1GlQpaj56FmXF0VgdLxs,electro,I Love It - Tiësto's Club Life Remix,Tiësto,0.182,0.949
7mMaJKkvMKUB4KPtWjMQ8D,electro,White Noise,Disclosure,0.831,0.884
6YXW1aTmWYCfDfVPqkmLI6,electro,Pass This On,The Knife,0.687,0.833
5pewxEBnMo72rY6pGH0HJz,electro,Sofi Needs A Ladder,deadmau5,0.341,0.707
7pqibeYtZ1BzdVkTFdb6Dg,electro,Skip to the bip,Hôtel Costes,0.539,0.977
5l3tpTawo4lB99Cnfv4lwp,electro,Yoga Fire,Free the Robots,0.968,0.844
5RScucFoUuNzhLWwGWy05b,electro,Intense,Armin van Buuren,0.115,0.832
0XdC2dBoSx4eWLI1EsZKSx,electro,Who Is Ready To Jump - Club Mix,Chuckie,0.562,0.829
2wPFy7SAFnt9Nj2TipWcqb,electro,Block Rockin' Beats,The Chemical Brothers,0.809,0.977
3e9iivPr1NZ0ivSGgTdvn4,electro,Atmosphere,Kaskade,0.393,0.77
5BVUz2uyqMJ4V8ahbJ7zZD,electro,Matilda,Parov Stelar,0.961,0.771
2ZXWOCdQ2IJ63RBOjuQVR3,electro,Happy,C2C,0.549,0.92
5xrjJANQXCLXeMbNMugyaZ,electro,Jubel - Original Mix,Klingande,0.194,0.472
4HMsMPCRJ0RRtmVNiR20z2,electro,Courtship Dating,Crystal Castles,0.708,0.575
073fF1emyPimAvWLWbHSpY,electro,Thunder - Radio Mix,W&W,0.161,0.879
285i9b1YU1kk902tJwKToQ,electro,Take Me - Radio Edit,Tiësto,0.562,0.792
4IkgcBeRd6R8MJgdYWg4te,electro,Midnight City [Eric Prydz Private Remix],M83,0.351,0.854
1qhDkbB4l2hRoRI58bDWHA,electro,Le Piaf,Parov Stelar,0.366,0.613
3XThyUoEI8BPDjdu954Uof,electro,All Is Fair in Love and Brostep,Skrillex,0.269,0.925
043bfUkTydw0xJ5JjOT91w,electro,Don't You Worry Child,Swedish House Mafia,0.338,0.88
6vuPZX9fWESg5js2JFTQRJ,electro,Crescendolls,Daft Punk,0.937,0.75
64zjna5dIuO7s9FCDXQMmI,electro,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.779,0.607
0lDLDCow2G0L3fBlwMrXdD,electro,Project T - Original Mix,Various Artists,0.135,0.926
0WeF2Avp91o78EiEfxHPrw,electro,Flashlight - Original Mix,R3HAB,0.274,0.949
6eouYGSfcDirtm3u2Xtlqg,electro,Trahison,Vitalic,0.36,0.703
2xwedMsRwKEtLos3oN5pt9,electro,Reunion,M83,0.315,0.82
6E1yur0bYgdtglwppq67WN,electro,I Am - Radio Edit,Sick Individuals,0.219,0.911
6c9EGVj5CaOeoKd9ecMW1U,electro,Strobe - Radio Edit,deadmau5,0.0736,0.706
5KTZsi6HKh2laUVsgaU3ag,electro,The Beat,C2C,0.624,0.778
6AE0G24YXnDyEgE4L0efpB,electronic,Tremor - Sensation 2014 Anthem,Martin Garrix,0.452,0.939
4bJhvPYFBlyoUOo8ts3b6B,electronic,Derezzed,Daft Punk,0.142,0.728
3IBMJLY5uN014W1hTzdTRl,electronic,Breakn' a Sweat - Zedd Remix,Skrillex,0.416,0.952
2EFjA0bQbpIseUlPHCeIil,electronic,Channel 42,deadmau5,0.414,0.724
3rRbbcltq6Ld0G4wM5cLUD,electronic,In Da House,Various Artists,0.412,0.787
6D5pfooPP6hi99RaXjkDsP,electronic,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,0.114,0.813
3Uf2bjapELrAhKFvb8WHDs,electronic,Inspector Norse,Todd Terje,0.89,0.781
1cTcqwGeTBydRr1Jq131QQ,electronic,Out Of Space,The Prodigy,0.626,0.871
4kJWtxDDNb9oAk3h7sX3N4,electronic,Strobe,deadmau5,0.0365,0.524
2LD2gT7gwAurzdQDQtILds,electronic,Veridis Quo,Daft Punk,0.12,0.687
687RRToOFAtpqZRzmbhGtu,electronic,The Devil's Den,Skrillex,0.322,0.946
6RaDGB3rRKUmiGfl6VNQJH,electronic,Nandaya [Mix Cut] - Original Mix,Various Artists,0.583,0.935
66WcaWVGRFmpx0euxmw9yM,electronic,Flight,Various Artists,0.217,0.755
4dh47Rb2MmLjjPVpvLQLG4,electronic,Crystal Caverns 1991,Lone,0.662,0.957
4tGghJ2euPeI7HvpkNi1CU,electronic,I Remember,deadmau5,0.602,0.513
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.327
3YM2dp0MqAJYBamwVSC7rE,electronic,Sleep-In,Times New Viking,0.492,0.959
31TB0tG8ISjXN5DOSKHVAd,electronic,Let it Go,Dragonette,0.706,0.951
2xP7MLAMo06fuhne2M8pXA,electronic,"Rinzler - From ""TRON: Legacy""/Score",Daft Punk,0.0372,0.641
252S4mCX2la1fsZFHQhEit,electronic,Beautiful People (Zamli Summer Remix),Benny Benassi,0.368,0.622
0ZJowYahILUmpYYW5eFto4,electronic,Despicable Dogs,Small Black,0.177,0.484
6SDL8459MUpkQ4BElyV1a4,electronic,You're the One,Charli XCX,0.364,0.772
0FXsG6FLVIgOZfoymG91HD,electronic,Born Slippy (Nuxx),Underworld,0.331,0.954
1VRcSsqKhdHN9b8TT6qLV2,electronic,Nympho,Borgore,0.68,0.751
06BoKUwRoskASDa4Aha5xM,electronic,Baptism,Crystal Castles,0.144,0.819
2073QOEC8rBtSyTsRyaWiP,electronic,I Can Change,LCD Soundsystem,0.695,0.73
0v945WRZhamHsBBqbpW4LH,electronic,Days to Come,Seven Lions,0.207,0.723
5AblLyBq3BDpDoo1vgXZYO,electronic,I <3 U SO,Cassius,0.136,0.798
1V5fDfK67rnXN1BDhSvSrG,electronic,Snow Drift Love,Becoming Real,0.175,0.936
7KCsTbRrqzu1mzI5HSCzuI,electronic,Battle For Middle You,Julio Bashmore,0.49,0.676
3eunKmoXb7y9D5xmbGbfW5,electronic,Ready for the Weekend,Icona Pop,0.212,0.894
3zIrSBnOU4SvUrQyIbsd2Q,electronic,Cochon Ville,Sébastien Tellier,0.752,0.74
5IG2ks1wL6nm0efZGpRNPN,electronic,A Dream Within A Dream,The Glitch Mob,0.154,0.774
1YZrtHcSPosCfp0UyBI2G7,electronic,8 Bit Superhero - Original Mix,Excision,0.141,0.92
4dzZBn2kwG7yILmPyq2MhE,electronic,Our Own Dream,Keep Shelly In Athens,0.075,0.621
20z8eajtRNnsRueGEzQyLi,electronic,Some Chords,deadmau5,0.42,0.427
2YBnNbMOUUSkqncnQgkqST,electronic,Years - ラジオ・エディット,Alesso,0.323,0.823
1UF1dQ8vhfDRMahFZ8Kq4a,electronic,Fade Into Darkness - Vocal Club Mix,Avicii,0.602,0.848
4TaMSfOK1C11UhylDhg5Hm,electronic,OK Pal,M83,0.228,0.882
70HxZbVnoyrfQ4dIWgcYMm,electronic,Lex,Ratatat,0.354,0.759
4WbNyQy4wVdfopMrApBWQA,electronic,HyperParadise - Flume Remix,Hermitude,0.312,0.827
66e6O0B9GmSRNAnzB0Bm74,electronic,Heartbeats,The Knife,0.447,0.751
3h5u2OgpBHKuoCxR7EwDft,electronic,Tomorrow,Future Islands,0.291,0.451
19mZZ1RIVf7lB6DgDAEEVN,electronic,The Feeling,The Knocks,0.744,0.764
5cxRbfQWrT4NZ2msbtSx4H,electronic,Poor Leno,Röyksopp,0.79,0.813
3RebOrpBhBH56AY9odwyAi,electronic,U My Fantasy,Various Artists,0.3,0.651
6nVEdIiB3h5b2TbQhFnQUk,electronic,Get Free,Major Lazer,0.797,0.539
1H36BBwHZuAWszr2EET29m,electronic,"Rectifier - From ""TRON: Legacy""/Score",Daft Punk,0.0398,0.191
7dP4Rx8rkk9gwVubpEmQcY,electronic,Feeling's Gone,Beacon,0.352,0.524
5aBdWL4ud0ovtDJIJGQLdc,electronic,Open Eye Signal,Jon Hopkins,0.199,0.715
7sCIdsYQ8Nxoj6TjB1Eb7P,electronic,Toulouse - Original Mix,Nicky Romero,0.266,0.91
1wap9wHVL6wzhmQOuyhwMH,electronic,White Noise,Disclosure,0.902,0.844
59iJua476fbi3PbddfPrez,electronic,The City,Madeon,0.295,0.81
3ZbmDl4M9O587VmD9IqyIj,electronic,The Alphabeat,Various Artists,0.147,0.809
1ph6Bncj7s3BmYp6FkIzP8,electronic,Miss You,Various Artists,0.216,0.134
1qZMPmpD1jDcOA7gZ6TCde,electronic,One (Your Name) - Radio Edit,Swedish House Mafia,0.636,0.673
2NAiEFmgOOUgu5dJRObQRI,electronic,Sun,Caribou,0.426,0.82
1xrr9bAS0zfjCXdLKpLJnA,electronic,Swoon,The Chemical Brothers,0.197,0.773
63Ul5qgAxlXbtj97gKaAfn,electronic,"Finale - From ""TRON: Legacy""/Score",Daft Punk,0.0282,0.11
6psC59ooTxage8npmtg74G,electronic,Do The Astral Plane,Flying Lotus,0.275,0.828
3UF4RfVtNoHfljSOYNwGXG,electronic,You Get High,Pretty Lights,0.817,0.833
7ip53q1Hqc4XZuUV5rgTl2,electronic,The Light,Le Castle Vania,0.92,0.876
7Ag5MuCMHmzIhZQneh9Qde,electronic,The Hope,Scuba,0.424,0.931
3n6JzMMM3TLTfnuyUEfx6Y,electronic,Lost In Your Love,Redlight,0.882,0.876
4RahtE3jOvD8dSmNew6Q7t,electronic,Modern Driveway,Luke Abbott,0.434,0.401
1Tymc486DwkvvuFrHkmQqs,electronic,Champion Sound - Alt. Version,Crystal Fighters,0.624,0.729
5vQIaNoKsT4xkG1j2KFBFs,electronic,Gold Skies,Martin Garrix,0.209,0.815
4cDzTh5UFJyUrVbBhvYpXM,electronic,Mountain,Gold Panda,0.104,0.734
1R4Wur1quddtGH2SN1cWQM,electronic,Remind Me - Radio Edit,Röyksopp,0.909,0.518
13xDNcUNMt4L9y6ckxeQJ1,electronic,Eyes Closed,Netsky,0.272,0.902
1fQ7sTkoDooENKCu0u0U7a,electronic,King Night,SALEM,0.151,0.837
6tC2iHfUlzB2W4ntXXL2BH,electronic,Propane Nightmares,Pendulum,0.215,0.966
3cumjsnfZLEMx88UQuH5qt,electronic,Regenerate,Booka Shade,0.546,0.585
6d0B924xI8hHs3Xk7enRjj,electronic,"Nocturne - From ""TRON: Legacy""/Score",Daft Punk,0.0335,0.0362
6oLsXoOpnhrvFMtO7H9L1f,electronic,Vietnam,Crystal Castles,0.168,0.961
4DbasZyiXWv6NXTPB28qYq,electronic,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.696,0.852
6LMmUeyrFJ5UWcVYP9Q9gf,emo,I Am Bulletproof,Black Veil Brides,0.194,0.954
2Oehrcv4Kov0SuIgWyQY9e,emo,Demons,Imagine Dragons,0.416,0.71
51iSSDPQFolRBhtS9rAbeg,emo,Intermission,Panic! At The Disco,0.2,0.565
5rAnm7udqmbho816VKIIrB,emo,L.G. FUAD,Motion City Soundtrack,0.596,0.592
1Dr1fXbc2IxaK1Mu8P8Khz,emo,When I Come Around,Green Day,0.814,0.909
0qPrqktIlFeObC1BdFX9ZZ,emo,Long Goodnight,The Get Up Kids,0.361,0.492
4CbKVDZkYKdv69I4bCaKUq,emo,Hero,Skillet,0.782,0.967
5npLaLy3K064QvAXE6nu7B,emo,You Are So Beautiful,Escape the Fate,0.593,0.891
3SnCyF5olk4zx7AOrU9WAz,emo,Children Surrender,Black Veil Brides,0.249,0.995
1Ch83C1vMNtToZV15nCwDP,emo,Lady In A Blue Dress,Senses Fail,0.623,0.799
0CqCpm4LLQbHUX5ysizWJS,emo,The Final Episode (Let's Change Channel),Asking Alexandria,0.157,0.957
1YNyJzOsyd9UU3k12bgsGY,emo,What's It Feel Like to Be a Ghost?,Taking Back Sunday,0.629,0.875
1CRVvwUopaV42bAEvoh194,emo,I've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,0.4,0.922
4K8KWU9Nd3QCAiAWAKpjjS,emo,Lithium,Evanescence,0.19,0.632
2KA3lvDwQQiyvuJJvzifGL,emo,Nearly Witches (Ever Since We Met...),Panic! At The Disco,0.341,0.614
3dHzRigDZUE3DNEKVWvA14,emo,Luca,Brand New,0.17,0.673
17C4oPQ3sTpF11pi9yvGcs,emo,Not The American Average,Asking Alexandria,0.0685,0.892
1GErReAT0swX36x3O8GyQn,emo,To the End,My Chemical Romance,0.467,0.975
2gscB6kDOmrv1P6qs2KXE3,emo,Wait and Bleed,Slipknot,0.327,0.996
51R5mPcJjOnfv9lKY1u5sW,emo,Never Meant,American Football,0.405,0.819
6ZtWkMtvXmcMTU3rdzo2wU,emo,Firefly,Saves The Day,0.341,0.934
78HsNTKVNADOaGxS41OSW7,emo,Seventy Times 7,Brand New,0.417,0.75
7j2Bmzpnf6RwEWEQ2sv8Ho,emo,House of Wolves,My Chemical Romance,0.239,0.977
2wcDfk3TfQg3Jv8gEoTim7,emo,I Just Wanna Live,Good Charlotte,0.9,0.832
3xxc2WBLmsAo8m4s52Fvmn,emo,Dusk And Summer,Dashboard Confessional,0.0991,0.269
3HOGZQbzokUiYHuWhxOBjx,emo,Don't You Know Who I Think I Am?,Fall Out Boy,0.863,0.949
6VSmHLLvYAAkzrYFT3LloU,emo,Paperthin Hymn,Anberlin,0.536,0.597
2OOM9QIzL3xwS0ODsjxUV4,emo,You Know How I Do,Taking Back Sunday,0.308,0.853
4w6mSxebOG12tvw1bm9oxu,emo,Until the Day I Die,Story Of The Year,0.534,0.931
02H4EQLCz3LgWPqWsfmGwx,emo,A Picture Postcard,The Promise Ring,0.335,0.397
6I1HRAkeErdwrOJIfRrfIO,emo,Hands Down,Dashboard Confessional,0.219,0.82
1MrNveiYvWyKNAMiqn8xS8,emo,Thunder,Boys Like Girls,0.463,0.821
7zx6cWdHYFGTTjHXTweOpH,emo,My Apology,The Get Up Kids,0.557,0.805
0Hv2IWtvPPca1F4zhC4UFs,emo,Your Love Is a Lie,Simple Plan,0.552,0.87
2ymt2b4x03JKFOIJj7YtDr,emo,If It's Here When We Get Back It's Ours,Texas Is The Reason,0.306,0.996
6wqJeItl3Vc3az4ZicSQAB,emo,Before I Forget,Slipknot,0.348,0.974
7oof6K1s09QXjOxDucR2r8,emo,Under Pressure,The Used,0.29,0.897
4chdIr2d5FwtO0vmie4lA4,emo,All We Know,Paramore,0.367,0.906
1VA05nvzaZJAUr8jDigJCL,emo,Newport Living,Cute Is What We Aim For,0.482,0.67
5OiaAaIMYlCZONyDBxqk4G,emo,First Day Of My Life,Bright Eyes,0.385,0.201
5k8viPkN0jExLQTlKsakKZ,emo,Signals Over The Air,Thursday,0.605,0.904
6QfnvcOKsdN4Q6exUWVuzn,emo,Ohio Is for Lovers,Hawthorne Heights,0.625,0.835
48O6kz322Dzu1R6Al5147q,emo,MakeDamnSure,Taking Back Sunday,0.432,0.837
0IGG4kreIr85kHHaaIp3q0,emo,Untitled,Brand New,0.369,0.352
57BrRMwf9LrcmuOsyGilwr,emo,Crawling,Linkin Park,0.299,0.702
0mqTcM8kuu2IYPotMt7AzS,emo,Make You Feel My Love,Adele,0.0955,0.172
5xEM5hIgJ1jjgcEBfpkt2F,emo,Complicated,Avril Lavigne,0.427,0.776
3DASPeFJXSIycNpbROhrAC,emo,I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),Fall Out Boy,0.523,0.933
2JuHCdCYrxxONfduXbFPJQ,emo,Is This Thing On?,The Promise Ring,0.498,0.891
6bKOjicu3N5gm4AAhueZx7,emo,Yesterday's Feelings,The Used,0.332,0.494
5K5PQmtcgeCIxzCkoVgEBP,emo,Space,Something Corporate,0.604,0.799
4amcY5vhp2Z40EhNVa2xHl,emo,It's So Simple,Saosin,0.504,0.943
5D25Vmd458UZ6n27g76d3l,emo,Have Faith In Me,A Day To Remember,0.714,0.933
3w9Uhk2xmkm1qxRjVjPRwC,emo,Cars & Calories,Saves The Day,0.765,0.614
2VWCwejxrR2RVdgaHP5Jm4,emo,Out of Reach,The Get Up Kids,0.333,0.425
08K1qxat8wWo1WbFmERSyA,emo,Rebel Love Song,Black Veil Brides,0.485,0.978
2AYVWgzONiK48x79u1h9dv,emo,Paris in Flames,Thursday,0.377,0.718
0UZwcRQAk4QR09HtGRZhYC,emo,Closer To The Edge,Thirty Seconds To Mars,0.102,0.948
5AcWLXw3J6XVC9Ba6SNB0u,emo,Young And Aspiring,Underoath,0.156,0.992
6oziHoM2PYT6FrGrW8jJ62,emo,Guernica,Brand New,0.384,0.908
70IzgjmGvdFgHJORCRWFHv,emo,Can't Be Saved,Senses Fail,0.471,0.975
65mxB9IWpmVo4qUjdGSxRB,emo,Girls & Boys,Good Charlotte,0.608,0.72
7lWF2mVr1KKbVnaT2nSlPo,emo,Fall For You,Secondhand Serenade,0.382,0.442
2Z7Q9xBlQvzsJ0AAUyKr7J,emo,Fast Times at Clairemont High,Pierce The Veil,0.4,0.953
4vqvVKCrKen9lY79m07t0W,emo,You Won't Know,Brand New,0.0362,0.503
4yXNMbZrsFJbPTH0WfhwEB,emo,Young Volcanoes,Fall Out Boy,0.676,0.853
37nxqDCWJSsBYLQO8QURBz,emo,Anywhere but Here,Mayday Parade,0.42,0.946
58KPPL1AdLHMvR2O2PZejr,emo,Jesus of Suburbia,Green Day,0.59,0.929
0dRB89CBodNBKJvmXT0n5a,emo,Irony Of Dying On Your Birthday,Senses Fail,0.467,0.959
3LdT7JYN6LCXUFnh0uaxgp,emo,The One With The Wurlitzer,American Football,0.225,0.66
3C6ypQamFvL1KWKnsHMNvt,emo,Johnny On The Spot,Texas Is The Reason,0.232,0.964
1nQ1vHnWc6ndXRNFgpiTRG,emo,Grendel,Sunny Day Real Estate,0.239,0.635
5Sp5Dv0AwuykJGdulgH7pc,emo,Promise,Matchbook Romance,0.117,0.971
1YCSrRV46EUUARar8nEuUm,emo,Hell Above,Pierce The Veil,0.316,0.977
6w8kjLJDqC5ZTvJW6QJ6m3,emo,Hello,Evanescence,0.0638,0.173
0YCWBXBNFGlDDlqB2bKyPD,emo,Sweet Blasphemy,Black Veil Brides,0.436,0.981
0xrixOEp5CSu1YNryoMtGH,emo,Over My Head (The Fray cover),Various Artists,0.494,0.924
1jlG3KJ3gdYmhfuySFfpO1,emo,I'm with You,Avril Lavigne,0.208,0.406
6hyuxPegJuZRkpsaYqENWS,emo,"When I Go Out, I Want To Go Out On A Chariot Of Fire",Escape the Fate,0.433,0.935
63IIUzd6eJBfCGIcF8MFnJ,emo,Way Away,Yellowcard,0.364,0.959
4903HFfvLIQ8ujvQ0ARNGI,emo,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),Fall Out Boy,0.485,0.834
5BODRfhgnHa4I5rDrkxs3x,emo,Closure,Asking Alexandria,0.136,0.988
20X9OeC606XNwEtDBOym5u,emo,Love Drunk,Boys Like Girls,0.412,0.976
38z6jaLE0F13dxv28n3wlq,emo,Addicted,Simple Plan,0.605,0.751
4rstj4vgkFq49R2VV0fbxX,emo,"Build God, Then We'll Talk",Panic! At The Disco,0.448,0.828
3Cd9VLph0iVnyQKfpQeSms,emo,Make Me A Chevy,The Promise Ring,0.822,0.794
5oUUM4huSWoMF6mSvas7em,emo,Discovering the Waterfront,Silverstein,0.159,0.848
0Xq7FPQaLJgIHSB605YUMy,emo,Sweet Dreams (Are Made Of This),Marilyn Manson,0.14,0.576
6vrUTGn5p8IrfTZ0J6sIVM,emo,Iris,The Goo Goo Dolls,0.513,0.79
4DpX92kIjpIjNL8KOUxQi0,emo,Several Ways To Die Trying,Dashboard Confessional,0.288,0.685
0wGWmko6pOeimMMATKGz2I,emo,Honestly,Cartel,0.583,0.903
6Vc5wAMmXdKIAM7WUoEb7N,emo,Say Something,A Great Big World,0.0765,0.147
15qf0H31MChhqKr2zvejla,emo,All Signs Point to Lauderdale,A Day To Remember,0.513,0.983
52JTm74BAXB37krURlHPRl,emo,Light With a Sharpened Edge,The Used,0.477,0.925
13D36vAQxgYzwK1qI3IVGr,emo,King for a Day (feat. Kellin Quinn),Pierce The Veil,0.455,0.963
7wOInrhCRiWaXdzvQ7oUvN,emo,Don't Go (feat. Lights),Bring Me The Horizon,0.0892,0.786
1UzofFX5AkfTDnwjcBkM4J,folk,Whiskey in the Jar,The Dubliners,0.661,0.834
0MGMZ1413F9obd1qt4vkhy,folk,Ten Thousand Words,The Avett Brothers,0.374,0.29
5Szn0p3DlnawyuhX8ULCg4,folk,Orange Sky,Alexi Murdoch,0.125,0.15
0FMa6advbZpCJdpwEBMoIo,folk,Venice,The Lighthouse And The Whaler,0.636,0.571
1VvyRNSVBKuvENwpyiVlBU,folk,Elephant Gun,Beirut,0.482,0.628
4wt6vtIo3um2UFCwLe3uCR,folk,Being A Mockingbird - Live,Bobby Long,0.253,0.346
5b7JUVO3dr2jw9NVIY7PXw,folk,Darling Divine,Wild Child,0.226,0.342
42DQ9iFZPGGeScjCDM6vyK,folk,Wishing Well,Cheyenne Marie Mize,0.857,0.612
4umhPewaA1F5OKUwv3GhMR,folk,Like the Dawn,The Oh Hellos,0.37,0.491
6UIluplt26sqN8DbADSbVj,folk,Paper Sails,Stu Larsen,0.491,0.799
6hUScKZXCeLfAhFKnLUdhI,folk,Passion Play,William Fitzsimmons,0.11,0.506
4CwcvWeCi2rFcLPIJCOwXw,folk,Long Nights,Eddie Vedder,0.0956,0.31
5C06WBrvAK5QRxLR8NBheU,folk,Dark Autumn Hour,Frontier Ruckus,0.764,0.392
6NG0uwFdLTtuQRBdl51CNx,folk,I Didn't Mean It - Soundtrack Version,Various Artists,0.876,0.938
1vqtj4c5aNPKkLS2LXkd4E,folk,"If I Go, I'm Goin",Gregory Alan Isakov,0.192,0.0648
4wEycnASy9jEb7M0PlyzYn,folk,Give Your Light Off,Woods,0.281,0.442
5MjS49btXnlMRqPC9Fg2Aj,folk,Paul Newman Vs. The Demons,The Avett Brothers,0.366,0.898
1R5Y01vTKH96Y7XMmmcF9q,folk,Drops In The River,Fleet Foxes,0.0815,0.312
4QAslghrKrs38Fj7C81nuP,folk,Song for Motion,Lowlakes,0.0433,0.311
4wd09wCccmxUB7XVJp0RNn,folk,"Jesus, Etc.",Wilco,0.695,0.28
3rnLYA1NXasjtzDW1ToSS3,folk,Part Time Believer,Boy & Bear,0.385,0.57
5AKMXbvcCec4AddAZskCkq,folk,Acrobat,Angel Olsen,0.416,0.144
64gpgh5jBMxyh7iVJll23t,folk,The Sound of Silence,Simon & Garfunkel,0.34,0.217
1CsinaFRmDfFTTP8xsf59W,folk,Rasputin,Turisas,0.533,0.928
3tLyNOtAGnYvWk1NsyiIhQ,folk,Criminals,The Tallest Man On Earth,0.412,0.414
2UODQhPzz51lssoMPOlfy5,folk,Don't Carry It All,The Decemberists,0.627,0.836
52BUOdNI2TneBPq4EFOtAy,folk,Sugar Man,Rodríguez,0.477,0.591
4YvAKcZ1BN4XsxkzL1Bo0w,folk,Sheets,Damien Jurado,0.134,0.358
4biFbr9E6ZFNuahWoVOvXl,folk,The Cave,Mumford & Sons,0.409,0.597
6nLzJ8T2TP4vf7Bfm3Kcd2,folk,Agape,Bear's Den,0.468,0.758
6A6qFP92r7f9s2WLMoyZeJ,folk,Twilight Tavern,Ensiferum,0.185,0.993
01nW6MdZU2KYjkYovWpjq6,folk,The Story I Heard,Blind Pilot,0.502,0.443
23E9NnOohQ0I6cMXFI7dtg,folk,Will You Return,The Avett Brothers,0.965,0.867
7gYkNHaayMG36w8pIeqgPu,folk,"You Turn Me On, I'm a Radio - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",Joni Mitchell,0.453,0.284
264bH2jUIFmlclwJfpmEk9,folk,A Heart Arcane,Horse Feathers,0.485,0.126
6w1WA0BzrAoj5mfcs2zJlV,folk,Tickle Me Pink,Johnny Flynn,0.488,0.634
33gHvO5eLnhxKHgGDu6xu9,folk,Ain't No Grave,Crooked Still,0.834,0.546
099TPpEaCSjEwysWZeTZv1,folk,You Know Me,Air Traffic Controller,0.825,0.861
2dunRq7yiVaj0WsPpvADMH,folk,January Hymn,The Decemberists,0.319,0.273
0vxDbWbIY9GcZZQ3oRasNA,folk,The Valley,Okkervil River,0.217,0.818
6EB1urn3bHjTXjkT9twKxZ,folk,"John Wayne Gacy, Jr.",Sufjan Stevens,0.183,0.179
1SG9UQp3AH2VgXs5BCsaVP,folk,Thousandfold,Eluveitie,0.389,0.988
5Z1U0knfYnsfvZycgDeOiC,folk,Big Jet Plane,Angus & Julia Stone,0.273,0.387
6SV5EFvPvEcHrNtuy5z0Pg,folk,Dearest Foresaken,Iron & Wine,0.392,0.396
